Subject	Block	Trial	Operation	Side	SOA	Delay	Delayjitter	VOTtoj	Responsetoj	Accuracytoj	Respright
1	3	1	0	-1	-40	250	-40	1203.547	-1	1	0
1	3	2	0	-1	-40	250	-80	752.9908	-1	1	0
1	3	3	0	1	70	250	80	602.6502	1	1	1
1	3	4	0	1	110	250	-40	752.7342	1	1	1
1	3	5	0	1	110	750	-40	602.7399	1	1	1
1	3	6	0	1	70	1500	-80	902.8667	1	1	1
1	3	7	0	-1	-110	250	80	752.7369	-1	1	0
1	3	8	0	1	20	750	-40	1203.146	-1	0	0
1	3	9	0	1	110	250	40	752.8609	1	1	1
1	3	10	0	1	40	1500	80	902.8718	1	1	1
1	3	11	0	1	20	250	80	1203.317	1	1	1
1	3	12	0	-1	-40	1500	80	752.8049	-1	1	0
1	3	13	0	1	20	250	40	1504.529	-1	0	0
1	3	14	0	-1	-110	1500	-80	752.8759	-1	1	0
1	3	15	0	1	70	1500	80	752.8629	1	1	1
1	3	16	0	1	110	750	-80	753.2877	1	1	1
1	3	17	0	-1	-110	250	-40	902.8564	-1	1	0
1	3	18	0	-1	-70	1500	40	752.8759	1	0	1
1	3	19	0	-1	-40	750	-40	1655.122	-1	1	0
1	3	20	0	1	70	250	-80	1203.212	1	1	1
1	3	21	0	-1	-20	250	-40	902.8967	-1	1	0
1	3	22	0	1	110	750	40	752.8621	1	1	1
1	3	23	0	-1	-110	250	40	602.6637	-1	1	0
1	3	24	0	1	40	250	40	752.7697	1	1	1
1	3	25	0	-1	-40	250	-80	602.7099	-1	1	0
1	3	26	0	1	110	1500	80	752.9438	1	1	1
1	3	27	0	1	70	1500	40	602.6684	1	1	1
1	3	28	0	1	110	750	-40	602.6637	1	1	1
1	3	29	0	1	40	1500	40	752.8396	1	1	1
1	3	30	0	1	110	750	-80	752.7618	1	1	1
1	3	31	0	1	40	1500	-40	752.3062	1	1	1
1	3	32	0	-1	-110	750	-40	602.7051	-1	1	0
1	3	33	0	-1	-70	1500	40	752.763	-1	1	0
1	3	34	0	-1	-40	1500	-80	1203.242	-1	1	0
1	3	35	0	-1	-40	750	-80	1353.752	-1	1	0
1	3	36	0	-1	-70	250	-80	759.949	-1	1	0
1	3	37	0	1	70	250	40	602.6795	1	1	1
1	3	38	0	-1	-20	750	-80	1052.985	-1	1	0
1	3	39	0	1	110	250	80	752.8668	1	1	1
1	3	40	0	1	70	250	-40	902.383	1	1	1
1	3	41	0	-1	-70	750	-40	753.0729	-1	1	0
1	3	42	0	1	20	1500	80	902.8667	1	1	1
1	3	43	0	-1	-70	250	40	602.4793	-1	1	0
1	3	44	0	-1	-70	1500	-40	752.2371	-1	1	0
1	3	45	0	1	110	750	80	753.1211	1	1	1
1	3	46	0	-1	-70	250	80	602.668	-1	1	0
1	3	47	0	1	40	750	40	602.7391	1	1	1
1	3	48	0	-1	-20	1500	-80	1053.06	-1	1	0
1	4	49	0	-1	-40	250	80	1353.525	1	0	1
1	4	50	0	-1	-40	250	40	1505.8	-1	1	0
1	4	51	0	1	70	250	40	752.7223	1	1	1
1	4	52	0	-1	-40	1500	40	1353.596	1	0	1
1	4	53	0	1	20	250	80	1203.47	1	1	1
1	4	54	0	1	70	250	80	1053.103	1	1	1
1	4	55	0	1	110	1500	40	752.8155	1	1	1
1	4	56	0	1	70	750	40	902.886	1	1	1
1	4	57	0	1	70	1500	40	902.8714	1	1	1
1	4	58	0	-1	-20	750	-40	902.9674	-1	1	0
1	4	59	0	-1	-40	750	-80	752.7397	-1	1	0
1	4	60	0	1	70	750	-40	752.7275	1	1	1
1	4	61	0	-1	-40	250	40	1052.977	1	0	1
1	4	62	0	-1	-20	750	-40	902.9014	1	0	1
1	4	63	0	-1	-110	250	-80	752.8455	-1	1	0
1	4	64	0	1	70	750	80	902.8734	1	1	1
1	4	65	0	1	70	750	80	752.7302	1	1	1
1	4	66	0	-1	-110	250	-80	752.8941	-1	1	0
1	4	67	0	1	70	750	-40	752.7555	1	1	1
1	4	68	0	1	40	250	-80	902.8331	1	1	1
1	4	69	0	-1	-70	750	40	602.6818	-1	1	0
1	4	70	0	1	20	750	40	752.8526	1	1	1
1	4	71	0	1	40	250	80	752.8416	1	1	1
1	4	72	0	-1	-110	1500	-40	602.6443	-1	1	0
1	4	73	0	-1	-20	750	80	753.2178	-1	1	0
1	4	74	0	1	40	250	80	753.3008	1	1	1
1	4	75	0	-1	-40	1500	80	602.7217	-1	1	0
1	4	76	0	-1	-110	750	40	752.487	-1	1	0
1	4	77	0	-1	-20	1500	80	752.9359	-1	1	0
1	4	78	0	1	20	1500	-40	902.845	1	1	1
1	4	79	0	1	20	1500	40	1203.226	-1	0	0
1	4	80	0	1	40	250	-40	752.8396	1	1	1
1	4	81	0	1	110	250	-40	753.0966	1	1	1
1	4	82	0	-1	-20	250	40	1053.058	1	0	1
1	4	83	0	1	40	1500	40	902.7865	1	1	1
1	4	84	0	-1	-110	250	40	753.0398	-1	1	0
1	4	85	0	-1	-20	1500	-80	1654.445	1	0	1
1	4	86	0	-1	-40	750	-40	1053	-1	1	0
1	4	87	0	-1	-20	1500	-40	1504.42	-1	1	0
1	4	88	0	1	110	1500	-80	602.7087	1	1	1
1	4	89	0	-1	-110	1500	-40	753.2167	-1	1	0
1	4	90	0	-1	-110	750	-80	752.7902	-1	1	0
1	4	91	0	1	40	750	80	1053.043	1	1	1
1	4	92	0	1	20	250	-80	1353.652	1	1	1
1	4	93	0	1	110	250	80	752.7156	1	1	1
1	4	94	0	1	70	750	-80	753.1488	1	1	1
1	4	95	0	1	40	750	40	902.8442	1	1	1
1	4	96	0	1	70	1500	-40	902.8533	1	1	1
1	5	97	0	-1	-40	750	40	752.7369	-1	1	0
1	5	98	0	1	110	250	40	602.7067	1	1	1
1	5	99	0	-1	-110	750	40	753.1053	-1	1	0
1	5	100	0	1	110	1500	-40	752.8779	1	1	1
1	5	101	0	1	110	250	-80	903.3638	1	1	1
1	5	102	0	-1	-70	1500	80	752.8905	-1	1	0
1	5	103	0	-1	-70	1500	-80	752.8692	-1	1	0
1	5	104	0	1	110	250	-80	752.7646	1	1	1
1	5	105	0	-1	-70	750	80	752.3058	-1	1	0
1	5	106	0	-1	-40	1500	40	902.8856	1	0	1
1	5	107	0	1	40	750	80	1203.164	-1	0	0
1	5	108	0	-1	-40	1500	-40	902.8276	-1	1	0
1	5	109	0	1	20	1500	80	1353.312	-1	0	0
1	5	110	0	-1	-20	250	-80	903.0183	-1	1	0
1	5	111	0	-1	-20	250	80	905.0316	1	0	1
1	5	112	0	1	20	1500	-40	1655.013	1	1	1
1	5	113	0	-1	-40	750	80	1203.324	-1	1	0
1	5	114	0	-1	-40	750	40	903.0116	-1	1	0
1	5	115	0	1	20	750	-80	903.4104	-1	0	0
1	5	116	0	-1	-110	250	80	752.7946	-1	1	0
1	5	117	0	1	70	1500	-40	903.0479	1	1	1
1	5	118	0	1	40	1500	80	1353.5	1	1	1
1	5	119	0	-1	-70	250	-80	602.7722	-1	1	0
1	5	120	0	1	110	1500	-40	903.1972	1	1	1
1	5	121	0	-1	-40	750	80	752.7105	-1	1	0
1	5	122	0	-1	-20	750	80	1053.068	-1	1	0
1	5	123	0	1	40	750	-80	902.9137	1	1	1
1	5	124	0	-1	-70	250	40	752.8451	-1	1	0
1	5	125	0	-1	-70	250	-40	752.7121	-1	1	0
1	5	126	0	-1	-70	1500	-80	902.978	-1	1	0
1	5	127	0	-1	-20	250	-40	1203.597	-1	1	0
1	5	128	0	1	40	250	40	902.8485	1	1	1
1	5	129	0	-1	-20	1500	80	1353.635	1	0	1
1	5	130	0	-1	-70	750	-80	752.853	-1	1	0
1	5	131	0	-1	-70	750	-40	752.8763	-1	1	0
1	5	132	0	1	110	750	40	1353.731	1	1	1
1	5	133	0	-1	-110	250	-40	902.9551	-1	1	0
1	5	134	0	-1	-20	250	40	1203.464	-1	1	0
1	5	135	0	1	20	750	80	1053.041	1	1	1
1	5	136	0	-1	-40	250	-40	752.8988	1	0	1
1	5	137	0	-1	-110	750	80	752.4467	-1	1	0
1	5	138	0	1	70	750	-80	752.8661	1	1	1
1	5	139	0	-1	-70	750	40	602.6771	-1	1	0
1	5	140	0	1	110	750	80	602.7154	1	1	1
1	5	141	0	1	20	250	40	1203.348	1	1	1
1	5	142	0	-1	-110	750	80	752.6374	-1	1	0
1	5	143	0	1	20	250	-40	902.892	1	1	1
1	5	144	0	-1	-40	1500	-40	902.9733	-1	1	0
1	6	145	0	1	40	250	-40	903.5328	1	1	1
1	6	146	0	1	110	1500	80	903.1079	1	1	1
1	6	147	0	1	70	1500	80	752.8633	1	1	1
1	6	148	0	-1	-70	1500	80	752.7492	-1	1	0
1	6	149	0	-1	-20	1500	40	752.9809	1	0	1
1	6	150	0	-1	-40	1500	-80	752.8325	-1	1	0
1	6	151	0	1	70	250	-80	903.2027	-1	0	0
1	6	152	0	1	40	1500	-40	902.8679	1	1	1
1	6	153	0	1	20	750	-40	1052.968	1	1	1
1	6	154	0	-1	-110	750	-80	1052.97	-1	1	0
1	6	155	0	-1	-20	250	80	1053.128	-1	1	0
1	6	156	0	-1	-20	250	-80	1203.541	1	0	1
1	6	157	0	-1	-70	250	-40	752.8874	-1	1	0
1	6	158	0	-1	-70	250	80	752.7492	-1	1	0
1	6	159	0	1	40	750	-40	1052.99	1	1	1
1	6	160	0	1	40	1500	-80	1053.043	1	1	1
1	6	161	0	1	20	750	80	1053.045	-1	0	0
1	6	162	0	-1	-110	1500	40	752.9521	-1	1	0
1	6	163	0	-1	-110	1500	-80	752.8838	-1	1	0
1	6	164	0	-1	-70	1500	-40	902.8612	-1	1	0
1	6	165	0	1	70	250	-40	1053.062	1	1	1
1	6	166	0	-1	-20	1500	-40	1353.661	-1	1	0
1	6	167	0	-1	-20	1500	40	1203.178	-1	1	0
1	6	168	0	1	70	750	40	752.7267	1	1	1
1	6	169	0	-1	-20	750	40	1053.238	-1	1	0
1	6	170	0	1	20	250	-80	1052.965	-1	0	0
1	6	171	0	1	40	750	-40	1053.016	1	1	1
1	6	172	0	1	20	1500	-80	1053.176	1	1	1
1	6	173	0	1	40	250	-80	1053.205	-1	0	0
1	6	174	0	1	20	1500	-80	1053.309	1	1	1
1	6	175	0	-1	-70	750	80	753.0733	-1	1	0
1	6	176	0	-1	-40	250	80	903.0795	-1	1	0
1	6	177	0	-1	-110	1500	80	752.7685	-1	1	0
1	6	178	0	1	110	1500	-80	602.6747	1	1	1
1	6	179	0	-1	-110	1500	80	903.0542	-1	1	0
1	6	180	0	-1	-110	1500	40	903.0862	-1	1	0
1	6	181	0	1	20	750	40	1353.646	1	1	1
1	6	182	0	-1	-110	750	-40	752.7602	-1	1	0
1	6	183	0	1	110	1500	40	902.9986	1	1	1
1	6	184	0	-1	-70	750	-80	752.6963	-1	1	0
1	6	185	0	-1	-20	750	-80	1353.885	1	0	1
1	6	186	0	1	20	1500	40	1203.476	1	1	1
1	6	187	0	1	40	1500	-80	902.8331	1	1	1
1	6	188	0	-1	-20	750	40	1203.386	-1	1	0
1	6	189	0	1	20	250	-40	1053.069	-1	0	0
1	6	190	0	1	20	750	-80	1203.352	1	1	1
1	6	191	0	1	40	750	-80	1053.335	1	1	1
1	6	192	0	1	70	1500	-80	752.7204	1	1	1
2	3	1	0	-1	-70	1500	80	1203.371	-1	1	0
2	3	2	0	1	40	750	40	603.1736	1	1	1
2	3	3	0	1	70	250	40	602.8534	1	1	1
2	3	4	0	1	40	250	-80	602.7227	1	1	1
2	3	5	0	-1	-20	1500	-40	902.9037	-1	1	0
2	3	6	0	-1	-20	250	-40	1504.315	1	0	1
2	3	7	0	1	110	1500	40	752.8801	1	1	1
2	3	8	0	-1	-70	1500	-80	752.9378	-1	1	0
2	3	9	0	-1	-110	750	40	753.0586	-1	1	0
2	3	10	0	-1	-110	250	-80	603.0263	-1	1	0
2	3	11	0	-1	-70	750	40	753.3385	-1	1	0
2	3	12	0	-1	-70	750	80	753.0207	-1	1	0
2	3	13	0	-1	-20	250	80	752.8438	-1	1	0
2	3	14	0	1	110	750	40	753.1482	1	1	1
2	3	15	0	-1	-110	250	80	752.9255	-1	1	0
2	3	16	0	-1	-20	250	-80	NA	1	0	1
2	3	17	0	-1	-110	750	80	902.9234	-1	1	0
2	3	18	0	1	20	1500	40	1504.149	1	1	1
2	3	19	0	1	20	1500	40	903.6227	1	1	1
2	3	20	0	-1	-20	250	-40	902.7813	1	0	1
2	3	21	0	-1	-40	750	80	752.948	-1	1	0
2	3	22	0	1	110	1500	80	602.7594	1	1	1
2	3	23	0	-1	-110	250	-40	1053.156	1	0	1
2	3	24	0	1	70	250	40	752.9607	1	1	1
2	3	25	0	1	110	750	-40	753.0309	1	1	1
2	3	26	0	1	70	1500	-80	602.7854	1	1	1
2	3	27	0	1	110	250	80	602.8131	1	1	1
2	3	28	0	-1	-70	250	-40	752.9227	1	0	1
2	3	29	0	1	70	1500	40	752.9626	1	1	1
2	3	30	0	-1	-20	1500	80	1054.554	1	0	1
2	3	31	0	-1	-20	750	-40	1504.038	1	0	1
2	3	32	0	-1	-110	750	40	752.8943	-1	1	0
2	3	33	0	-1	-110	1500	80	602.909	-1	1	0
2	3	34	0	1	110	250	40	902.8445	1	1	1
2	3	35	0	1	110	1500	-80	752.9899	1	1	1
2	3	36	0	-1	-20	750	80	602.7396	-1	1	0
2	3	37	0	-1	-70	1500	-80	1353.542	-1	1	0
2	3	38	0	1	110	750	40	752.8789	1	1	1
2	3	39	0	-1	-40	250	40	1053.102	1	0	1
2	3	40	0	-1	-70	250	-40	903.1501	1	0	1
2	3	41	0	-1	-70	750	-40	1053.319	1	0	1
2	3	42	0	1	110	750	-40	902.8437	1	1	1
2	3	43	0	1	20	250	-80	902.9207	1	1	1
2	3	44	0	1	20	1500	-40	1053.046	1	1	1
2	3	45	0	1	70	750	-80	752.9145	1	1	1
2	3	46	0	-1	-20	750	-80	752.5939	1	0	1
2	3	47	0	1	40	250	40	753.6015	1	1	1
2	3	48	0	-1	-70	1500	-40	903.5283	-1	1	0
2	4	49	0	1	20	750	40	1504.107	1	1	1
2	4	50	0	1	20	250	-40	752.9784	1	1	1
2	4	51	0	1	20	250	-80	752.9792	1	1	1
2	4	52	0	1	110	1500	-40	602.7953	1	1	1
2	4	53	0	1	110	750	80	602.7882	1	1	1
2	4	54	0	-1	-20	750	-80	903.201	1	0	1
2	4	55	0	1	20	1500	80	902.94	1	1	1
2	4	56	0	1	70	1500	-40	752.9212	1	1	1
2	4	57	0	-1	-40	1500	80	752.8691	1	0	1
2	4	58	0	-1	-110	750	-80	1053.359	1	0	1
2	4	59	0	1	70	750	40	1203.534	1	1	1
2	4	60	0	1	20	250	80	1053.193	1	1	1
2	4	61	0	1	20	750	80	1053.102	1	1	1
2	4	62	0	1	70	750	-40	752.8766	1	1	1
2	4	63	0	-1	-40	250	-40	1955.627	1	0	1
2	4	64	0	1	40	250	-80	752.9152	1	1	1
2	4	65	0	1	40	250	40	752.9839	1	1	1
2	4	66	0	-1	-40	1500	-80	753.1478	-1	1	0
2	4	67	0	1	70	250	-40	1052.989	1	1	1
2	4	68	0	-1	-20	250	-80	1203.537	1	0	1
2	4	69	0	1	40	750	-40	903.036	1	1	1
2	4	70	0	-1	-40	1500	-40	1353.95	1	0	1
2	4	71	0	1	20	750	80	1203.384	1	1	1
2	4	72	0	1	20	1500	-80	902.9645	1	1	1
2	4	73	0	1	70	750	80	902.8524	1	1	1
2	4	74	0	-1	-70	250	80	752.8161	1	0	1
2	4	75	0	1	110	750	80	602.7096	1	1	1
2	4	76	0	-1	-70	750	-80	1053.113	-1	1	0
2	4	77	0	1	20	750	-80	902.9949	1	1	1
2	4	78	0	-1	-20	1500	40	1654.682	1	0	1
2	4	79	0	1	70	750	80	752.9172	1	1	1
2	4	80	0	-1	-70	750	40	753.2327	-1	1	0
2	4	81	0	1	70	750	-40	1203.352	1	1	1
2	4	82	0	1	40	1500	80	753.0957	1	1	1
2	4	83	0	-1	-70	250	80	752.8335	1	0	1
2	4	84	0	-1	-40	1500	80	603.2249	-1	1	0
2	4	85	0	1	40	250	80	753.1549	1	1	1
2	4	86	0	-1	-70	1500	80	752.9275	-1	1	0
2	4	87	0	1	20	750	-80	903.2255	1	1	1
2	4	88	0	-1	-110	250	-40	903.0762	-1	1	0
2	4	89	0	1	40	1500	40	752.8221	1	1	1
2	4	90	0	1	40	750	40	753.042	1	1	1
2	4	91	0	1	40	1500	-40	903.0486	1	1	1
2	4	92	0	-1	-110	750	-40	602.7144	-1	1	0
2	4	93	0	-1	-110	250	-80	902.9862	-1	1	0
2	4	94	0	-1	-110	750	-80	752.8564	-1	1	0
2	4	95	0	-1	-40	250	-80	752.8489	-1	1	0
2	4	96	0	-1	-110	250	40	602.7175	-1	1	0
2	5	97	0	-1	-20	750	-40	903.0522	-1	1	0
2	5	98	0	-1	-40	1500	-40	902.9286	-1	1	0
2	5	99	0	-1	-40	750	40	752.9074	-1	1	0
2	5	100	0	-1	-110	1500	80	602.9461	-1	1	0
2	5	101	0	1	110	1500	40	602.7811	1	1	1
2	5	102	0	-1	-70	750	-80	752.8256	-1	1	0
2	5	103	0	-1	-20	1500	40	903.2093	1	0	1
2	5	104	0	-1	-110	750	80	753.4593	-1	1	0
2	5	105	0	1	40	1500	80	752.7099	1	1	1
2	5	106	0	-1	-40	250	80	903.2077	-1	1	0
2	5	107	0	-1	-20	750	80	753.1731	-1	1	0
2	5	108	0	1	20	1500	-80	753.0313	1	1	1
2	5	109	0	1	40	750	-80	752.8892	1	1	1
2	5	110	0	-1	-40	750	-80	753.1111	-1	1	0
2	5	111	0	1	20	250	-40	752.9883	1	1	1
2	5	112	0	1	20	250	40	752.9074	1	1	1
2	5	113	0	1	110	250	-80	752.918	1	1	1
2	5	114	0	1	40	1500	-40	752.9903	1	1	1
2	5	115	0	-1	-70	250	40	753.038	-1	1	0
2	5	116	0	-1	-20	1500	-40	903.2085	-1	1	0
2	5	117	0	-1	-40	750	40	753.0538	-1	1	0
2	5	118	0	-1	-40	1500	40	752.9101	-1	1	0
2	5	119	0	1	70	1500	-40	903.1461	1	1	1
2	5	120	0	1	40	750	80	752.9385	1	1	1
2	5	121	0	-1	-110	1500	-40	602.5837	-1	1	0
2	5	122	0	-1	-110	1500	-40	752.8659	-1	1	0
2	5	123	0	1	110	750	-80	752.7542	1	1	1
2	5	124	0	1	20	1500	80	752.9389	1	1	1
2	5	125	0	-1	-110	1500	40	753.0151	-1	1	0
2	5	126	0	-1	-40	750	-40	902.7102	-1	1	0
2	5	127	0	1	20	250	80	1053.176	1	1	1
2	5	128	0	1	110	250	-40	752.9591	1	1	1
2	5	129	0	1	40	250	80	902.9396	1	1	1
2	5	130	0	-1	-20	1500	80	902.8468	1	0	1
2	5	131	0	-1	-110	1500	40	752.9247	-1	1	0
2	5	132	0	-1	-20	1500	-80	1203.371	1	0	1
2	5	133	0	1	40	1500	-80	902.8966	1	1	1
2	5	134	0	1	40	250	-40	752.8418	1	1	1
2	5	135	0	-1	-20	1500	-80	902.8915	1	0	1
2	5	136	0	1	40	250	-40	752.9828	1	1	1
2	5	137	0	1	70	750	40	752.9607	1	1	1
2	5	138	0	-1	-70	1500	40	752.9283	-1	1	0
2	5	139	0	-1	-40	1500	-80	1504.687	1	0	1
2	5	140	0	-1	-110	750	-40	903.0656	-1	1	0
2	5	141	0	1	70	1500	40	752.8983	1	1	1
2	5	142	0	1	110	750	-80	752.9204	1	1	1
2	5	143	0	1	20	750	40	752.9437	1	1	1
2	5	144	0	-1	-40	750	-40	752.873	-1	1	0
2	6	145	0	-1	-110	250	80	1654.337	-1	1	0
2	6	146	0	1	70	250	-40	752.8916	1	1	1
2	6	147	0	-1	-70	1500	40	903.0612	-1	1	0
2	6	148	0	-1	-40	250	40	752.7565	-1	1	0
2	6	149	0	1	70	250	-80	602.7685	1	1	1
2	6	150	0	1	110	250	-80	602.8044	1	1	1
2	6	151	0	1	20	1500	-40	753.0815	1	1	1
2	6	152	0	-1	-70	750	80	1053.868	1	0	1
2	6	153	0	1	20	750	-40	903.1513	1	1	1
2	6	154	0	1	110	1500	-80	752.7984	1	1	1
2	6	155	0	-1	-40	250	80	752.8343	1	0	1
2	6	156	0	-1	-40	250	-80	602.8901	1	0	1
2	6	157	0	1	40	750	80	602.7799	1	1	1
2	6	158	0	-1	-20	250	40	602.8024	1	0	1
2	6	159	0	1	40	1500	40	603.2703	1	1	1
2	6	160	0	-1	-20	750	40	602.7886	1	0	1
2	6	161	0	-1	-40	1500	40	752.8592	-1	1	0
2	6	162	0	1	70	250	80	602.8747	1	1	1
2	6	163	0	-1	-20	250	40	1354.053	1	0	1
2	6	164	0	1	70	250	80	602.8032	1	1	1
2	6	165	0	-1	-40	750	80	752.8454	-1	1	0
2	6	166	0	1	20	750	-40	452.6742	1	1	1
2	6	167	0	1	110	1500	-40	602.7428	1	1	1
2	6	168	0	1	70	1500	80	752.8236	1	1	1
2	6	169	0	1	110	250	40	753.1253	1	1	1
2	6	170	0	-1	-40	250	-40	752.8075	1	0	1
2	6	171	0	1	70	1500	-80	752.8185	1	1	1
2	6	172	0	-1	-70	250	40	753.2153	-1	1	0
2	6	173	0	-1	-70	750	-40	752.7064	-1	1	0
2	6	174	0	1	40	750	-40	752.6989	1	1	1
2	6	175	0	-1	-70	1500	-40	1353.388	-1	1	0
2	6	176	0	-1	-110	250	40	753.0562	-1	1	0
2	6	177	0	-1	-110	1500	-80	752.8837	-1	1	0
2	6	178	0	1	70	250	-80	602.7231	1	1	1
2	6	179	0	-1	-70	250	-80	752.8272	-1	1	0
2	6	180	0	1	40	750	-80	602.8569	1	1	1
2	6	181	0	1	110	1500	80	903.0719	1	1	1
2	6	182	0	-1	-70	250	-80	903.201	1	0	1
2	6	183	0	-1	-40	750	-80	903.3901	1	0	1
2	6	184	0	1	110	250	80	602.8008	1	1	1
2	6	185	0	-1	-20	250	80	753.0692	1	0	1
2	6	186	0	-1	-20	750	40	752.9658	1	0	1
2	6	187	0	1	110	250	-40	602.7302	1	1	1
2	6	188	0	1	20	250	40	752.8473	1	1	1
2	6	189	0	1	70	750	-80	602.7906	1	1	1
2	6	190	0	1	70	1500	80	602.7637	1	1	1
2	6	191	0	1	40	1500	-80	752.9267	1	1	1
2	6	192	0	-1	-110	1500	-80	902.8678	-1	1	0
3	3	1	0	1	70	250	-40	1053.493	1	1	1
3	3	2	0	1	110	250	40	752.8754	1	1	1
3	3	3	0	-1	-20	250	80	902.9155	-1	1	0
3	3	4	0	1	110	750	40	752.916	1	1	1
3	3	5	0	1	20	250	80	752.8501	1	1	1
3	3	6	0	1	70	750	40	752.9725	1	1	1
3	3	7	0	-1	-40	1500	40	753.0266	-1	1	0
3	3	8	0	-1	-70	1500	-80	752.8825	-1	1	0
3	3	9	0	-1	-70	750	-40	903.1268	-1	1	0
3	3	10	0	-1	-70	1500	80	903.0391	-1	1	0
3	3	11	0	1	70	1500	-40	1053.089	1	1	1
3	3	12	0	-1	-70	750	-80	902.9491	-1	1	0
3	3	13	0	-1	-20	250	40	902.9708	-1	1	0
3	3	14	0	1	70	1500	80	902.925	1	1	1
3	3	15	0	-1	-40	750	-40	1053.11	-1	1	0
3	3	16	0	1	40	750	-40	752.901	1	1	1
3	3	17	0	1	70	750	-80	902.9578	1	1	1
3	3	18	0	-1	-110	1500	-80	752.8967	-1	1	0
3	3	19	0	-1	-70	250	-80	752.8465	-1	1	0
3	3	20	0	-1	-20	750	40	753.0376	-1	1	0
3	3	21	0	1	70	1500	40	752.916	1	1	1
3	3	22	0	1	20	750	80	1053.163	1	1	1
3	3	23	0	-1	-110	750	-80	902.8745	-1	1	0
3	3	24	0	-1	-110	1500	-40	752.9093	-1	1	0
3	3	25	0	-1	-110	1500	80	903.5485	-1	1	0
3	3	26	0	1	110	1500	40	752.8698	1	1	1
3	3	27	0	1	40	1500	-80	1053.265	1	1	1
3	3	28	0	-1	-40	750	40	752.8995	-1	1	0
3	3	29	0	-1	-70	250	-80	1053.263	-1	1	0
3	3	30	0	1	110	1500	80	752.9093	1	1	1
3	3	31	0	-1	-110	1500	80	752.9184	-1	1	0
3	3	32	0	-1	-20	250	80	1052.632	1	0	1
3	3	33	0	1	20	1500	-80	1203.363	1	1	1
3	3	34	0	1	70	1500	-40	752.9255	1	1	1
3	3	35	0	-1	-70	1500	40	902.3616	-1	1	0
3	3	36	0	-1	-70	250	80	752.7913	-1	1	0
3	3	37	0	1	70	250	-80	752.8236	1	1	1
3	3	38	0	-1	-110	1500	40	752.9895	-1	1	0
3	3	39	0	-1	-40	1500	80	1053.182	-1	1	0
3	3	40	0	-1	-110	750	80	1053.046	-1	1	0
3	3	41	0	1	20	250	-80	1203.276	1	1	1
3	3	42	0	-1	-70	750	40	752.7857	-1	1	0
3	3	43	0	-1	-110	750	80	903.0624	-1	1	0
3	3	44	0	1	20	750	-40	1053.035	1	1	1
3	3	45	0	-1	-70	750	-40	903.6124	-1	1	0
3	3	46	0	1	40	250	-80	753.0704	1	1	1
3	3	47	0	1	110	750	40	752.8544	1	1	1
3	3	48	0	1	40	1500	-40	903.1639	1	1	1
3	4	49	0	1	110	750	-80	1053.075	1	1	1
3	4	50	0	-1	-70	750	40	452.6955	-1	1	0
3	4	51	0	-1	-70	1500	-80	752.9231	-1	1	0
3	4	52	0	1	40	250	80	752.9156	1	1	1
3	4	53	0	1	70	750	80	752.9385	1	1	1
3	4	54	0	1	40	250	80	753.0159	1	1	1
3	4	55	0	1	70	1500	-80	753.2047	1	1	1
3	4	56	0	-1	-40	750	-80	752.8813	-1	1	0
3	4	57	0	1	20	1500	80	1053.342	1	1	1
3	4	58	0	1	20	250	80	902.9594	1	1	1
3	4	59	0	1	20	750	40	903.006	1	1	1
3	4	60	0	-1	-40	750	-80	902.8986	-1	1	0
3	4	61	0	-1	-40	1500	40	753.119	-1	1	0
3	4	62	0	1	20	1500	40	1053.076	1	1	1
3	4	63	0	1	110	750	-40	602.8415	1	1	1
3	4	64	0	1	70	750	80	752.9322	1	1	1
3	4	65	0	-1	-20	750	80	1203.635	-1	1	0
3	4	66	0	1	70	250	40	752.8927	1	1	1
3	4	67	0	-1	-70	1500	40	752.9843	-1	1	0
3	4	68	0	-1	-40	750	80	753.1411	-1	1	0
3	4	69	0	1	70	750	-40	752.9018	1	1	1
3	4	70	0	-1	-110	250	-80	903.2934	-1	1	0
3	4	71	0	-1	-70	750	-80	902.7568	-1	1	0
3	4	72	0	1	20	1500	80	902.9523	1	1	1
3	4	73	0	-1	-40	250	80	752.8892	-1	1	0
3	4	74	0	-1	-110	250	80	1052.637	-1	1	0
3	4	75	0	1	40	1500	80	1053.048	1	1	1
3	4	76	0	1	110	1500	40	903.0218	1	1	1
3	4	77	0	-1	-20	1500	40	1053.109	1	0	1
3	4	78	0	-1	-20	750	80	NA	-1	1	0
3	4	79	0	-1	-110	750	-40	1053.577	-1	1	0
3	4	80	0	-1	-110	250	-80	902.9673	-1	1	0
3	4	81	0	1	110	250	-80	753.3176	1	1	1
3	4	82	0	1	20	250	-40	753.0459	1	1	1
3	4	83	0	-1	-40	750	-40	752.4395	-1	1	0
3	4	84	0	-1	-40	750	40	903.3822	-1	1	0
3	4	85	0	-1	-70	250	40	752.9986	-1	1	0
3	4	86	0	1	40	1500	40	902.5685	1	1	1
3	4	87	0	-1	-40	750	80	902.8954	-1	1	0
3	4	88	0	-1	-40	1500	-80	752.9496	-1	1	0
3	4	89	0	-1	-20	1500	-80	1053.151	1	0	1
3	4	90	0	1	70	750	-40	902.8915	1	1	1
3	4	91	0	-1	-110	250	80	902.9546	-1	1	0
3	4	92	0	1	20	250	-80	903.5023	1	1	1
3	4	93	0	-1	-20	750	40	902.8926	-1	1	0
